list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
1473,1939,card_text,アーマード・ドラゴン,アーマード・ドラゴン,Armored Dragon
1474,1940,card_text,不落の超人,Immortal Giant,Bodacious Giant
1475,1941,card_text,"＊W・ブレイカー（このクリーチャーはシールドを2枚ブレイクする）
＊相手のターン中、このクリーチャーがタップされていて、そのターンにまだ攻撃を受けていない場合、相手のクリーチャーは可能ならこのクリーチャーを攻撃する。","*Double breaker (This creature breaks 2 shields.)
*While this creature is tapped during your opponent's turn, if it hasn't been attacked that turn, your opponent's creatures must attack it if able.","■ Double breaker (This creature breaks 2 shields.)
■ While this creature is tapped during your opponent's turn, if it hasn't been attacked that turn, your opponent's creatures must attack it if able."
1476,1942,card_text,ジャイアント,ジャイアント,Giant
1477,1943,card_text,緑神龍ダクマバルガロウ,Green Celestial Dragon Dakma Balgarow,Terradragon Dakma Balgarow
1478,1944,card_text,"＊このクリーチャーのパワーは、自分と相手のシールド１枚につき+2000される。
＊このクリーチャーは、パワーが6000以上の時、「Ｗ・ブレイカー」を得る。
＊このクリーチャーは、パワーが15000以上の時、「Ｔ・ブレイカー」を得る。","*This creature gets +2000 power for each shield you and your opponent have.
*While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields).""
*While this creature has power 15000 or more, it has ""Triple breaker (This creature breaks 3 shields)"" instead of ""double breaker.""","■ This creature gets +2000 power for each shield you and your opponent have.
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)"
1479,1945,card_text,アース・ドラゴン,アース・ドラゴン,Earth Dragon
1480,1946,card_text,陽炎の守護者ブルー・メルキス,"Blue Merkis, Guardian of the Solar Flare","Bluum Erkis, Flare Guardian"
1481,1947,card_text,"＊マナゾーンに置く時、このカードはタップして置く。
＊このクリーチャーが相手のシールドをブレイクする時、相手はそのシールドを手札に加えるかわりに表向きにする。それが「Ｓ・トリガー」を持つ呪文なら、自分がコストを支払わずに唱え、その後持ち主の墓地に置く。それ以外のカードであれば、持ち主の手札に加える。
＊W・ブレイカー","*(This creature is put into your mana zone tapped.)
*Whenever this creature would break one of your opponent's shields, your opponent shows that shield to you instead of putting it into his hand. If it's a spell that has ""shield trigger,"" you cast it for no cost, then put it into your opponent's graveyard. If it's not, your opponent puts it into his hand.
*Double breaker","■ (This creature is put into your mana zone tapped.)
■ Whenever this creature would break one of your opponent's shields, your opponent shows that shield to you instead of putting it into his hand. If it's a spell that has ""shield trigger,"" you cast it for no cost, then put it into your opponent's graveyard. If it's not, your opponent puts it into his hand.
■ Double breaker"
1482,1948,card_text,ガーディアン,ガーディアン,Guardian
1483,1949,card_text,根絶のデクロワゾー,"Deklowaz, the Terminator","Deklowaz, the Terminator"
1484,1950,card_text,"＊マナゾーンに置く時、このカードはタップして置く。
＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
tパワー3000以下のクリーチャーをすべて破壊する。その後、相手の手札を見る。相手は自分自身の手札からパワー3000以下のクリーチャーをすべて捨てる。","*(This creature is put into your mana zone tapped.)
*Instead of having this creature attack, you may tap it to use its t ability.
t Destroy all creatures that have power 3000 or less. Then look at your opponent's hand. He discards all creatures from it that have power 3000 or less.","■ (This creature is put into your mana zone tapped.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Destroy all creatures that have power 3000 or less. Then look at your opponent's hand. He discards all creatures from it that have power 3000 or less."
1485,1951,card_text,スピリット・クォーツ,スピリット・クォーツ,Spirit Quartz
1486,1952,card_text,鬼面超人エル・アンドレ,Super Devil Mask El Andore,Evil Incarnate
1487,1953,card_text,"＊進化-自分のデビルマスク１体の上に置く。
＊各プレイヤーは、自分のターンのはじめに、自分自身のクリーチャーを１体破壊する。
＊W・ブレイカー（このクリーチャーはシールドを２枚ブレイクする）","*Evolution-Put on one of your Devil Masks.
*At the start of each player's turn, that player destroys one of his creatures.
*Double breaker (This creature breaks 2 shields.)","■ Evolution-Put on one of your Devil Masks.
■ At the start of each player's turn, that player chooses one of his creatures and destroys it.
■ Double breaker (This creature breaks 2 shields.)"
1488,1954,card_text,誰の挑戦でも受けてやる！ - 鬼面超人エル・アンドレ,"I'll take anybody on! Who's next!?
--Super Devil Mask El Andore",
1489,1955,card_text,デビルマスク,デビルマスク,Devil Mask
1490,1956,card_text,ダブルソード・レッド・ドラゴン,Double-sword Red Dragon,Heavyweight Dragon
1491,1957,card_text,"＊W・ブレイカー
＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
 t バトルゾーンにある相手のタップされているクリーチャーを２体まで選ぶ。選んだクリーチャーの合計パワーの方が、このクリーチャーのパワーより小さければ、選んだクリーチャーを破壊する。","*Double breaker (This creature breaks 2 shields.)
*Instead of having this creature attack, you may tap it to use its t ability.
t Choose up to 2 of your opponent's tapped creatures in the battle zone. If they have total power less than this creature's power, destroy them.","■ Double breaker (This creature breaks 2 shields.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose up to 2 of your opponent's tapped creatures in the battle zone. If they have total power less than this creature's power, destroy them."
1492,1958,card_text,アーマード・ドラゴン,アーマード・ドラゴン,Armored Dragon
1493,1959,card_text,ダイヤモンド・ブリザード,Diamond Blizzard,"Diamondia, the Blizzard Rider"
1494,1960,card_text,"＊進化-自分のスノーフェアリー１体の上に置く。
＊このクリーチャーをバトルゾーンに出した時、自分の墓地とマナゾーンからスノーフェアリーをすべて、自分の手札に戻す。","*Evolution-Put on one of your Snow Faeries.
*When you put this creature into the battle zone, return all Snow Faeries from your graveyard and your mana zone to your hand.","■ Evolution-Put on one of your Snow Faeries.
■ When you put this creature into the battle zone, return all Snow Faeries from your graveyard and your mana zone to your hand."
1495,1961,card_text,世界が妖精にひざまずく！,"The world shall bow down to us, the fairies!",
1496,1962,card_text,スノーフェアリー,スノーフェアリー,Snow Faerie
1497,1963,card_text,魂と記憶の盾,Eternal Guard,Miraculous Snare
