seq,large_chunk,small_chunk,resource_key,canonical_key,internal_id,japanese_name,english_name,card_type,race,rules,flavor,mapping,large_chunk_size,inner_archive_size,outer_slack
615,1292,1975,11_S4,11_S4,611,憎悪と怒りの獄門,Miraculous Meltdown,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ You can cast this spell only if your opponent has more shields than you do.
■ Your opponent chooses one of his shields for each shield you have. He puts the rest of his shields into his hand. (He can use the ""shield trigger"" abilities of those shields.)",,crosswalk,139264,137472,1792
616,1293,1976,11_S5,11_S5,612,破壊と誕生の神殿,Miraculous Rebirth,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Destroy one of your opponent's creatures that has power 5000 or less. When your opponent puts that creature into his graveyard, search your deck. You may take a creature from your deck that has the same cost as that creature and put it into the battle zone. Then shuffle your deck.",,crosswalk,126976,126208,768
617,1294,1977,12_1,12_1,613,星雲の精霊キルスティン,"Kilstine, Nebula Elemental",CREATURE,Angel Command,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  Each of your creatures in the battle zone gets +5000 power and has ""blocker"" and ""double breaker"".
",,crosswalk,133120,133120,0
618,1295,1978,12_2,12_2,614,エクストリーム・クロウラー,Extreme Crawler,CREATURE,Earth Eater,"■ When you put this creature into the battle zone, return all your other creatures from the battle zone to your hand.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,135168,134656,512
619,1296,1979,12_3,12_3,615,黒神龍ジャグラヴィーン,Necrodragon Jagraveen,CREATURE,Zombie Dragon,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ When this creature blocks, destroy it after it battles.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,147456,146176,1280
620,1297,1980,12_4,12_4,616,殴神兵ブロンクス,Punch Trooper Bronks,CREATURE,Armorloid,"■ When you put this creature into the battle zone, destroy the creature that has the lowest power in the battle zone. If there's a tie, you choose from among the tied creatures.",,crosswalk,135168,134144,1024
621,1298,1981,12_5,12_5,617,太陽王ソウル・フェニックス,"Soul Phoenix, Avatar of Unity",CREATURE,Phoenix,"■ (This creature is put into your mana zone tapped.)
■ Vortex evolution-Put on one of your Fire Birds and one of your Earth Dragons.
■ Triple breaker (This creature breaks 3 shields.)
■ When this creature would leave the battle zone, only the top card leaves the battle zone instead. (Separate the other cards into 2 creatures.)",,crosswalk,133120,131328,1792
622,1299,1982,12_6,12_6,618,処罰の精霊ウラルス,"Ularus, Punishment Elemental",CREATURE,Angel Command,"■ When you put this creature into the battle zone, for each creature you have in the battle zone, you may choose a shield and turn it face up. (Those shields stay face up while they're in the shield zone.)",,crosswalk,131072,130048,1024
623,1300,1983,12_7,12_7,619,ラッキー・ダーツ,Cosmic Darts,SPELL,,"■ Your opponent chooses one of your shields. Look at it. If it's a spell, you may cast it immediately for no cost. If it's not a spell or if you don't cast it, put it back where it was.",,crosswalk,110592,109824,768
624,1301,1984,12_8,12_8,620,タイフーン・クロウラー,Typhoon Crawler,CREATURE,Earth Eater,■ This creature can't be attacked by fire or nature creatures.,,crosswalk,124928,123904,1024
625,1302,1985,12_9,12_9,621,メロッペ,Meloppe,CREATURE,Cyber Lord,"■ Whenever your opponent would choose one of your shields, you choose instead.
■ Whenever you would choose one of your opponent's shields, your opponent chooses instead.",,crosswalk,129024,127232,1792
626,1303,1986,12_10,12_10,622,ギガブランド,Gigavrand,CREATURE,Chimera,"■ At the end of each turn, if your opponent drew 2 or more cards that turn, he discards his hand.",,crosswalk,141312,140032,1280
627,1304,1987,12_11,12_11,623,爆輪男,Steamroller Mutant,CREATURE,Hedrian,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, destroy all creatures.
",,crosswalk,139264,137728,1536
628,1305,1988,12_12,12_12,624,独神兵ローンスピナー,Whirling Warrior Malian,CREATURE,Armorloid,"■ Whenever another creature is put into the battle zone, tap this creature.",,crosswalk,133120,131584,1536
629,1306,1989,12_13,12_13,625,ドラゴン・シャウト,Mechadragon's Breath,SPELL,,■ Choose a number less than or equal to 6000. Destroy all creatures that have that power.,,crosswalk,120832,120832,0
630,1307,1990,12_14,12_14,626,レベリオン・クワキリ,Pincer Scarab,CREATURE,Giant Insect,"■ This creature gets +2000 power for each card in your opponent's hand.
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields).""",,crosswalk,155648,154368,1280
631,1308,1991,12_15,12_15,627,覚醒するブレイブ・ホーン,"Radioactive Horn, the Strange",CREATURE,Horned Beast,■ Double breaker (This creature breaks 2 shields.),,crosswalk,147456,146432,1024
632,1309,1992,12_16,12_16,628,超戦攻賢者アギラ,"Agira, the Warlord Crawler",CREATURE,Gladiator/Earth Eater,"■ (This creature is put into your mana zone tapped.)
■ Evolution-Put on one of your Gladiators or Earth Eaters.
■ Each of your other Gladiators and Earth Eaters in the battle zone gets +2000 power.
■ Whenever one of your Gladiators or Earth Eaters blocks, you may draw a card.",,crosswalk,129024,128768,256
633,1310,1993,12_17,12_17,629,超電磁妖魔ロメール,"Hydrooze, the Mutant Emperor",CREATURE,Cyber Lord/Hedrian,"■ (This creature is put into your mana zone tapped.)
■ Evolution-Put on one of your Cyber Lords or Hedrians.
■ Each of your other Cyber Lords and Hedrians in the battle zone gets +2000 power.
■ Your Cyber Lords and Hedrians can't be blocked.",,crosswalk,129024,128768,256
634,1311,1994,12_18,12_18,630,超機動魔獣ギガランデス,"Phantomach, the Gigatrooper",CREATURE,Chimera/Armorloid,"■ (This creature is put into your mana zone tapped.)
■ Evolution-Put on one of your Chimeras or Armorloids.
■ Each of your other Chimeras and Armorloids in the battle zone gets +2000 power.
■ Each of your Chimeras and Armorloids in the battle zone has ""double breaker."" (A creature that has ""double breaker"" breaks 2 shields.)",,crosswalk,135168,133632,1536
635,1312,1995,12_19,12_19,631,超神機鎧冑ゼノメノン,"Nemonex, Bajula's Robomantis",CREATURE,Xenoparts/Giant Insect,"■ (This creature is put into your mana zone tapped.)
■ Evolution-Put on one of your Xenoparts or Giant Insects.
■ Each of your other XenoParts and Giant Insects in the battle zone gets +2000 power.
■ Whenever any of your XenoParts or Giant Insects is attacking your opponent and isn't blocked, your opponent chooses a card in his mana zone and puts it into his graveyard.",,crosswalk,126976,126720,256
636,1313,1996,12_20,12_20,632,超剛勇幻風ジャガスター,"Comet Eye, the Spectral Spud",CREATURE,Wild Veggies/Rainbow Phantom,"■ (This creature is put into your mana zone tapped.)
■ Evolution-Put on one of your Wild Veggies or Rainbow Phantoms.
■ Each of your other Wild Veggies and Rainbow Phantoms in the battle zone gets +2000 power.
■ At the end of each of your turns, you may untap any number of your Wild Veggies and Rainbow Phantoms in the battle zone.",,crosswalk,120832,120576,256
637,1314,1997,12_21,12_21,633,青嵐の精霊バルキア,"Valkyer, Starstorm Elemental",CREATURE,Angel Command,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.",,crosswalk,126976,125696,1280
638,1315,1998,12_22,12_22,634,クローン・ライトニング,Cloned Deflector,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone. Then, for each Cloned Deflector in each graveyard, you may choose another of your opponent's creatures in the battle zone. Tap all those creatures.",,crosswalk,122880,122624,256
639,1316,1999,12_23,12_23,635,クローン・スパイラル,Cloned Spiral,SPELL,,"■ Choose a creature in the battle zone. Then, for each Cloned Spiral in each graveyard, you may choose another creature in the battle zone. Return all those creatures to their owners' hands.",,crosswalk,135168,133376,1792
640,1317,2000,12_24,12_24,636,エニグマ・カスケード,Enigmatic Cascade,SPELL,,■ Discard any number of cards from your hand. Then draw that many cards.,,crosswalk,126976,126976,0
641,1318,2001,12_25,12_25,637,ギガバルザ,Gigabalza,CREATURE,Chimera,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, your opponent discards a card at random from his hand.",,crosswalk,143360,142592,768
642,1319,2002,12_26,12_26,638,クローン・バイス,Cloned Nightmare,SPELL,,"■ Choose a card at random in your opponent's hand. Then, for each Cloned Nightmare in each graveyard, you may choose another card at random in your opponent's hand. Your opponent discards all those cards.",,crosswalk,149504,147968,1536
643,1320,2003,12_27,12_27,639,ビクトリーのナイフ,Muramasa's Knife,CREATURE,Xenoparts,■ This creature can attack untapped creatures.,,crosswalk,133120,133120,0
644,1321,2004,12_28,12_28,640,クローン・クラッシュ,Cloned Blade,SPELL,,"■ Choose one of your opponent's creatures in the battle zone that has power 3000 or less. Then, for each Cloned Blade in each graveyard, you may choose another of your opponent's creatures in the battle zone that has power 3000 or less. Destroy all those creatures.",,crosswalk,114688,113408,1280
645,1322,2005,12_29,12_29,641,ウイングアイ・モス,Wingeye Moth,CREATURE,Giant Insect,"■ Whenever you draw the card at the start of your turn, if one of your creatures in the battle zone has higher power then each of your opponent's creatures in the battle zone, you may draw an extra card.",,crosswalk,137216,136704,512
646,1323,2006,12_30,12_30,642,伝承するクローン・ホーン,Cloned Spike-Horn,CREATURE,Horned Beast,"■ This creature gets +3000 power for each Cloned Spike-Horn in each graveyard.
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields).""",,crosswalk,147456,146176,1280
647,1324,2007,12_31,12_31,643,電磁賢者シリオン,Electro Explorer Syrion,CREATURE,Gladiator/Cyber Lord,■ (This creature is put into your mana zone tapped.),,crosswalk,106496,106496,0
648,1325,2008,12_32,12_32,644,電影妖魔ドルメール,Sea Mutant Dormel,CREATURE,Merfolk/Hedrian,■ (This creature is put into your mana zone tapped.),,crosswalk,122880,122112,768
649,1326,2009,12_33,12_33,645,翔天魔獣ギガッピ,Gigappi Ponto,CREATURE,Chimera/Fire Bird,■ (This creature is put into your mana zone tapped.),,crosswalk,110592,110336,256
650,1327,2010,12_34,12_34,646,翔天鎧冑ビトッチ,Buzz Betocchi,CREATURE,Fire Bird/Giant Insect,■ (This creature is put into your mana zone tapped.),,crosswalk,104448,102912,1536
651,1328,2011,12_35,12_35,647,勇猛幻風グリタリス,Spectral Horn Glitalis,CREATURE,Horned Beast/Rainbow Phantom,■ (This creature is put into your mana zone tapped.),,crosswalk,120832,119040,1792
652,1329,2012,12_36,12_36,648,宣凶師ビンゴレ,"Bingole, the Explorer",CREATURE,Gladiator,"■ When this creature would be discarded from your hand during your opponent's turn, you may put it into the battle zone instead.",,crosswalk,133120,132608,512
653,1330,2013,12_37,12_37,649,予言者ミズーイ,"Mizoy, the Oracle",CREATURE,Light Bringer,"■ When you put this creature into the battle zone, you may choose a darkness or fire creature in the battle zone and tap it.",,crosswalk,133120,131840,1280
